long.,lat.,age,rooms,b_rooms,population,households,median_income,house_value
-122.07,37.89,38,6.291176471,1.008823529,2.379411765,340,5.5636,268800
-122.07,37.89,38,6.154471545,1.008130081,2.593495935,123,5.6558,263300
-122.06,37.88,34,6.696078431,0.984593838,2.631652661,714,6.5378,340900
-122.05,37.87,30,7.130434783,1.02173913,2.630434783,322,6.7192,397500
-122.05,37.9,24,4.725085911,1.16838488,1.946162658,873,2.9526,271000
-122.05,37.9,32,5.657505285,1.023255814,2.084566596,473,4.6528,335700
-122.05,37.89,37,5.925795053,0.950530035,2.434628975,283,4.2625,310600
-122.04,37.89,33,7.002890173,0.930635838,2.884393064,346,7.5349,349100
-122.05,37.9,32,5.285546416,1.012925969,2.136310223,851,4.8088,321200
-122.04,37.9,20,5.677050883,1.08411215,2.398753894,963,5.6986,275800
-122.02,37.89,29,8.16066838,1.102827763,3.149100257,778,7.5,356200
-122.04,37.88,32,5.834829443,0.987432675,2.208258528,557,4.6424,312700
-122.03,37.86,29,6.692477876,1.055309735,2.289823009,452,6.112,390600
-122.04,37.85,27,7.935611038,1.024967148,2.865965834,761,9.5862,469400
-121.94,37.73,22,6.827586207,1.003448276,2.968965517,290,6.2726,258200
-121.94,37.73,22,6.759557344,1.07444668,2.860160966,994,6.1265,260300
-121.93,37.73,23,7.304843305,0.988603989,2.971509972,351,6.2048,275000
-121.93,37.73,8,3.709821429,1.03125,1.803571429,224,3.375,350000
-121.95,37.74,19,6.748502994,1.017964072,3.101796407,167,6.3325,250000
-121.95,37.74,19,7.036900369,1.029520295,3.263222632,813,6.2631,266000
-121.94,37.75,17,6.787798408,0.981432361,3.283819629,377,6.2781,269800
-121.92,37.73,24,4.769491525,1.108474576,1.698305085,295,2.4821,157200
-121.93,37.74,16,8.273631841,1.042288557,3.164179104,402,6.8806,343500
-121.94,37.75,16,6.729303548,0.965834428,3.237844941,761,6.6204,296100
-121.97,37.79,17,7.358344114,1.065976714,2.730918499,773,6.6131,312500
-121.98,37.8,17,7.891764706,0.992941176,3.428235294,425,7.6473,345800
-121.98,37.8,16,7.282798834,0.962099125,2.994169096,343,8.155,343700
-121.98,37.81,18,7.803763441,1.040322581,3.029569892,372,5.5921,359100
-121.96,37.81,12,8.481045752,1.016993464,3.14248366,765,8.3188,403400
-121.97,37.8,17,8.606299213,1.097112861,3.207349081,381,7.9168,356000
-121.94,37.8,8,7.290032154,1.065594855,2.629581994,1555,7.8287,369200
-121.97,37.79,16,7.730538922,0.966067864,2.896207585,501,6.7857,341300
-121.95,37.78,4,5.681271811,1.095773556,2.176424971,2579,6.3942,356700
-121.96,37.76,8,8.946759259,1.071759259,3.583333333,432,9.7037,425100
-121.94,37.76,4,5.26013772,1.100994644,2.210405509,1307,4.6932,356100
-121.93,37.76,5,8.740310078,1.042635659,3.395348837,258,10.3345,461400
-121.92,37.74,8,10.51162791,1.186046512,3.255813953,43,12.5915,432400
-121.93,37.78,2,4.632653061,0.714285714,2.326530612,49,3.1591,434700
-121.96,37.74,2,22.22222222,2.222222222,2.777777778,9,15.0001,350000
-121.97,37.76,8,6.601410935,1.024691358,2.880070547,567,6.7027,381900
-121.97,37.77,13,7.64625132,1.063357973,3.401267159,947,7.2216,324600
-121.98,37.74,8,6.870503597,0.932853717,3.299760192,417,7.9393,399300
-122.02,37.84,34,7.144486692,1.007604563,2.771863118,263,7.7072,443800
-122.01,37.83,30,7.200367647,1.009191176,2.444852941,544,6.5617,386600
-122,37.82,20,5.106481481,1.060185185,2.143518519,432,4.6042,256400
-121.99,37.82,22,4.639405204,1.007434944,2.152416357,269,3.375,200000
-122.03,37.83,24,8.377464789,1.03943662,2.812676056,710,9.8708,500001
-121.99,37.77,14,6.386469673,1.060653188,2.552877138,1286,5.1755,294800
-121.99,37.81,17,6.2,1.106666667,1.946666667,75,4.9018,188500
-122.02,37.8,11,6.919642857,1.012276786,2.551339286,896,7.6518,359300
-122.03,37.87,21,7.539614561,0.957173448,2.989293362,467,8.2673,358700
-122.02,37.88,16,7.199524941,1.040380048,2.581947743,421,7.3732,287300
-122.02,37.87,14,8.106100796,0.978779841,3.206896552,377,8.4352,441400
-122.03,37.86,25,7.989361702,1.045212766,3.045212766,376,7.2655,494000
-122,37.86,18,9.01611279,1.081570997,3.032225579,993,10.7372,500001
-121.97,37.87,4,8.43442623,1.032786885,3.409836066,122,13.4883,500001
-121.96,37.84,29,7.93107105,1.036055143,2.909862142,943,7.5139,398200
-122,37.84,16,8.459251101,1.04185022,3.058370044,908,9.5271,500001
-121.96,37.85,10,8.18622449,0.966836735,3.058673469,392,12.2478,500001
-121.99,37.83,16,7.421717172,0.95959596,2.972222222,396,8.0839,372000
-121.98,37.82,18,7.812339332,1.06940874,2.810625536,1167,8.003,351300
-121.95,37.81,5,7.914002205,0.990077178,3.112458655,907,9.0776,450400
-122.1,37.93,20,7.43231441,1.036390102,2.971615721,1374,8.039,382200
-122.12,37.94,22,8.388135593,1.061016949,3.13559322,590,10.4549,500001
-122.1,37.9,38,6.080882353,1.058823529,2.705882353,136,6.5095,294400
-122.14,37.9,32,7.838797814,1.019125683,2.867486339,732,10.3224,500001
-122.12,37.91,34,7.860304288,1.044260028,2.713692946,723,8.3678,455300
-122.09,37.89,35,6.666666667,1.053030303,2.666666667,132,6.8686,406500
-122.1,37.89,21,5.460898502,1.086522463,2.326123128,601,5.2079,310300
-122.11,37.89,32,4.821138211,1.048780488,2.168699187,492,4.3235,279500
-122.11,37.88,37,6.608910891,1.01320132,2.643564356,606,6.4666,348200
-122.12,37.88,35,7.672176309,0.997245179,2.757575758,363,8.0448,433300
-122.12,37.89,30,4.717836257,1.071637427,1.842105263,684,4.125,257100
-122.13,37.89,27,4.402366864,1.266272189,1.74556213,169,2.7411,350000
-122.13,37.87,18,7.947598253,0.96069869,3.179039301,229,10.3713,426100
-122.14,37.88,34,6.215302491,0.975088968,2.548932384,1124,6.2275,394400
-122.07,37.88,11,4.079545455,1.204545455,2.234848485,264,3.5536,387200
-122.08,37.88,24,7.003401361,1.571428571,1.394557823,294,2.3971,99400
-122.08,37.88,26,4.707667732,0,1.317891374,626,2.933,85000
-122.08,37.87,24,4.766718507,1.056765163,1.360808709,1286,2.9167,102700
-122.06,37.85,17,5.158730159,1.07384403,1.443754313,1449,3.6437,186500
-122.07,37.86,23,5.366492147,1.073298429,1.376963351,191,3.12,155000
-122.06,37.86,16,5.260649087,1.028397566,1.53346856,986,4.4551,252400
-122.07,37.86,17,5.298076923,1.076923077,1.524038462,208,3.5893,206300
-122.08,37.87,26,4.529190207,1.062146893,1.280602637,531,2.4896,73400
-122.1,37.88,35,7.15860735,1.021276596,2.922630561,517,7.2315,367100
-122.09,37.86,27,7.122077922,0.987012987,2.872727273,770,7.6202,402600
-122.11,37.87,33,7.435448578,1.094091904,2.956236324,457,6.5814,314200
-122.12,37.85,18,7.99391172,1.04414003,2.846270928,657,8.0074,454100
-122.08,37.84,17,9.361702128,1.127659574,12.21276596,141,11.7064,500001
-122.12,37.81,26,8.128514056,1.030120482,2.983935743,498,7.6717,416500
-122.12,37.82,26,7.249201278,1.012779553,2.932907348,313,6.6657,364500
-122.11,37.83,19,7.20505618,1.040730337,2.650280899,712,7.203,369900
-122.08,37.82,4,8.115079365,0.94047619,3.293650794,252,11.3421,500001
-122.14,37.86,20,5.434706398,1.035933392,2.116564417,1141,4.5744,314000
-122.14,37.85,27,7.208037825,1.005516154,2.65642238,1269,7.3267,389900
-122.14,37.84,24,5.713136729,0.919571046,2.343163539,373,5.6349,355600
-122.16,37.83,16,7.070769231,1.084615385,2.276923077,650,7.52,370200
-122.16,37.86,36,6.954451346,1.020703934,2.6873706,483,8.1586,404300
-122.18,37.88,36,4.479338843,0.983471074,1.909090909,121,4.9,354200
-122.18,37.86,33,7.210696921,1.030794165,2.729335494,617,8.9571,399700
-122.16,37.89,32,6.895348837,0.934108527,2.794573643,258,8.7589,434500
-122.17,37.88,32,7.179841897,1.003952569,2.752964427,506,7.6917,401800
-122.17,37.88,33,7.554166667,1.045833333,2.808333333,480,7.6107,423200
-122.17,37.87,38,6.890710383,0.967213115,2.579234973,183,6.917,438000
-122.22,37.88,20,6.333333333,0.866666667,2.066666667,15,2.4444,475000
-122.2,37.89,37,7.506769826,1.083172147,2.543520309,517,7.3195,367500
-122.2,37.88,36,6.870967742,1.032258065,2.567741935,155,7.7736,378100
-122.18,37.91,31,8.540925267,1.039145907,2.880189798,843,10.9405,500001
-122.2,37.9,36,7.525,1.025,2.642857143,280,10.3416,500001
-122.18,37.9,36,8.321678322,1.066433566,2.641608392,572,9.0064,500001
-122.18,37.89,18,6.600817439,1.001362398,2.226158038,734,8.1489,499000
-121.84,37.98,8,7.386811024,1.071850394,3.272637795,1016,5.2699,204200
-121.81,37.97,8,7.841584158,1.168316832,3.044554455,202,6.4753,166800
-121.78,37.97,4,7.220008478,1.079270877,3.244171259,2359,5.5601,213700
-121.83,37.95,17,4.821276596,1.038297872,3.046808511,235,2.875,162500
-121.94,37.83,11,8.465671642,1.113432836,2.862686567,335,10.5815,500001
-121.89,37.82,4,9.104216388,1.077963405,3.101034208,1257,13.2949,500001
-121.91,37.81,7,8.802531646,1.053164557,3.078481013,395,13.1499,500001
-121.82,37.81,12,7.586151369,1.061191626,3.363929147,621,8.3209,485400
-121.96,37.99,2,4.482808023,1.012893983,2.300859599,698,2.9591,210100
-121.96,37.94,26,6.155688623,1.007984032,3.107784431,501,5.1582,194700
-121.96,37.95,25,5.67842031,1.115655853,2.609308886,709,4.1483,181200
-121.95,37.94,21,7.315545244,0.953596288,3.05800464,431,6.8642,285400
-121.97,37.93,4,6.560728745,0.939271255,3.141700405,494,6.6134,307000
-122.01,37.92,18,8.332344214,1,3.080118694,337,8.3956,353600
-122.01,37.92,16,7.898203593,1.032934132,3.158682635,334,8.1163,365800
-121.99,37.92,14,7.876106195,0.991150442,3.380530973,226,9.0243,427700
-121.93,37.89,13,7.897727273,1.106060606,3.227272727,264,7.3445,366700
-121.92,37.96,14,6.355184744,1.05363528,2.494636472,839,5.2798,237400
-121.94,37.95,18,7.343930636,1.026011561,2.849710983,346,7.1978,288000
-121.91,37.93,13,7.419354839,0.912442396,3.239631336,217,8.7059,329400
-121.94,37.94,26,7.216666667,0.966666667,2.961111111,180,6.2296,291700
-121.94,37.93,16,7.992990654,0.997663551,3.13317757,428,7.5695,320400
-121.93,37.93,16,7.628647215,1.037135279,2.888594164,377,6.299,286900
-121.93,37.93,16,8.853061224,1.069387755,3.579591837,245,6.6049,312600
-121.95,37.94,27,6.707762557,0.98630137,2.639269406,219,5.9346,253600
-122.25,38.02,16,6.778195489,1.003759398,3.556390977,266,5.7001,205100
-122.25,38.03,15,6.419230769,1.023076923,3.526923077,520,5.6293,197600
-122.21,38.02,15,6.635802469,1.009259259,3.37654321,324,6.0224,198500
-122.2,37.96,9,6.922063666,1.055982437,2.833150384,911,6.7741,310700
-122.23,38.06,52,5.252918288,1.035019455,1.906614786,257,3.125,171100
-122.23,38.05,52,5.845117845,1.205387205,2.148148148,297,2.5517,147100
-122.21,38.06,52,5.616016427,1.147843943,2.209445585,487,3.6154,155700
-122.2,38.04,31,6.219712526,1.026694045,2.53798768,487,5.6022,197000
-122.26,38.03,25,6.342776204,1.02266289,2.628895184,353,4.4474,203700
-122.27,38.04,47,4.529569892,1.088709677,2.244623656,372,2.3103,134500
-122.26,38.03,41,5.663194444,0.979166667,2.611111111,288,3.9345,150200
-122.26,38.04,41,5.233333333,1.122916667,2.45625,480,2.694,123000
-122.25,38.05,30,4.087947883,0.96742671,2.537459283,307,1.6767,147700
-122.32,38.06,4,5.729942693,1.154011461,2.575931232,1396,5.0969,174200
-122.28,38,26,5.599520384,0.990407674,2.350119904,417,3.4471,178900
-122.29,38,16,4.907480315,1.063976378,2.760826772,1016,4.025,173200
-122.36,38.03,32,5.850948509,1.06504065,2.658536585,369,4.3173,175400
-122.3,38,34,5.020527859,0.929618768,2.803519062,341,4.4394,162000
-122.31,38,26,5.900473934,1.012638231,2.698262243,633,4.621,191100
-122.31,38.01,18,5.340673575,1.132124352,2.454663212,772,3.2759,195000
-122.28,37.99,28,6.656742557,1.089316988,2.896672504,571,4.375,193300
-122.26,37.98,28,5.839541547,0.94269341,2.713467049,349,5.1178,198000
-122.27,37.99,16,6.787586207,1.016551724,3.188965517,725,5.8899,243200
-122.27,37.98,23,7.289029536,1.010548523,2.900843882,474,6.0289,218600
-122.26,38.02,5,5.37150838,1.097765363,2.867318436,716,5.0473,184800
-122.24,38.01,11,6.758558559,1.018018018,3.511711712,555,5.7862,269400
-122.24,38.01,16,6.788273616,1.026058632,3.758957655,307,6.0102,235600
-122.25,38,16,7.445,1.0275,3.8275,400,6.5006,237700
-122.26,38,14,5.874371859,0.98241206,2.520100503,398,4.2269,170500
-122.26,38,6,7.450549451,1.142857143,3.494505495,91,5.2375,246400
-122.27,38,15,6.831460674,0.93258427,3.213483146,178,5.8418,240300
-122.27,38,12,6.832618026,1.038626609,4.158798283,233,6.1576,248700
-122.26,38,5,7.184633028,1.041284404,3.814220183,872,6.2073,272900
-122.29,37.98,27,6.094285714,0.991428571,2.428571429,350,5.1046,209800
-122.28,37.96,35,5.981060606,0.920454545,2.78030303,264,5.5,201000
-122.27,37.97,10,6.526518392,0.973053892,3.107784431,2338,6.0666,272400
-122.3,37.97,30,5.61281337,1.075208914,2.474930362,718,3.6393,184000
-122.3,37.97,34,6.314159292,1.168141593,2.67920354,452,3.5353,164700
-122.29,37.97,20,5.906896552,1.089655172,2.606896552,580,4.4911,227400
-122.3,37.97,35,5.326470588,1.108823529,2.679411765,340,3.375,149700
-122.29,37.94,20,5.563876652,1.046989721,2.670337739,1362,4.4387,190000
-122.32,37.95,37,5.256267409,0.983286908,2.493036212,359,4.45,196600
-122.31,37.94,38,5.355223881,1.041791045,2.417910448,335,3.8343,191400
-122.31,37.94,38,5.65625,1.049479167,2.4609375,384,4.3958,194200
-122.32,37.95,36,5.962343096,1.025104603,2.39748954,239,4.35,185000
-122.31,37.99,25,6.020351526,1.051803885,3.01480111,1081,4.2348,157800
-122.3,37.98,25,4.806818182,1.017676768,2.299242424,792,3.6518,164300
-122.32,37.97,29,4.789795918,0.946938776,2.316326531,490,3.9722,161000
-122.32,38.01,26,6.157258065,0.991935484,3.014112903,496,4.6944,171100
-122.33,38,35,5.565537555,1.04712813,3.671575847,679,2.9781,109000
-122.31,38,29,6.023255814,1.034883721,3.269379845,516,4.3333,170800
-122.32,37.99,24,5.447928331,1.083986562,2.592385218,893,4.2852,173500
-122.32,38,32,5.442583732,0.949760766,2.949760766,418,4.0437,162800
-122.34,37.99,42,4.061007958,0.864721485,3.371352785,377,2.6167,85100
-122.33,37.98,3,5.533980583,1.05631068,1.988349515,515,6.0115,175000
-122.33,37.99,4,4.508455468,1.216459977,1.793686584,887,3.911,112500
-122.39,38,33,4,0.545454545,2.090909091,11,4.125,212500
-122.36,37.96,39,4.730769231,1.096153846,6.076923077,52,0.716,104200
-122.36,37.96,31,4.987068966,1.189655172,4.120689655,232,1.5347,80400
-122.36,37.95,40,5.037037037,1.259259259,3.728395062,81,1.8333,69800
-122.37,37.95,35,6.323529412,1.323529412,2.941176471,34,1.6023,81300
-122.37,37.95,32,4.843283582,1.354477612,2.671641791,268,0.9797,76400
-122.37,37.96,37,4.491428571,1.148571429,2.988571429,350,0.7403,68600
-122.41,37.98,36,2.4,0.6,1.68,25,1.4583,67500
-122.34,37.98,33,4.716627635,0.960187354,3.170960187,427,3.9773,131300
-122.35,37.98,34,5.475218659,1.058309038,3.260932945,686,3.7562,132900
-122.34,37.97,19,4.839506173,1.345679012,3.543209877,81,6.0426,110000
-122.35,37.96,32,4.706855792,1.191489362,2.692671395,423,2.0353,113600
-122.35,37.97,43,4.624203822,1.023354565,3.280254777,471,2.5863,112200
-122.35,37.97,31,4.511700468,1.068642746,3.282371295,641,3.2188,113800
-122.32,37.97,33,5.316666667,0.973333333,3.303333333,300,4.6937,134100
-122.32,37.97,33,5.531100478,0.909090909,3.076555024,209,4.5,156600
-122.33,37.97,19,4.421459227,1.145922747,2.187124464,1165,3.3125,158800
-122.33,37.98,32,5.403846154,0.956043956,3.142857143,364,4.4135,150100
-122.33,37.97,45,4.979899497,0.944723618,2.962311558,398,3.5463,130800
-122.34,37.97,19,4.059891107,1.052631579,2.609800363,551,2.3382,120700
-122.33,37.96,46,4.868525896,0.940239044,3.262948207,251,3.9118,129400
-122.35,37.96,36,4.18129771,1.013358779,2.982824427,524,2.5164,114200
-122.35,37.96,29,4.286681716,1.182844244,3.063205418,443,1.875,97200
-122.35,37.96,35,4.494915254,1.172881356,3.46779661,295,2.0724,97700
-122.35,37.95,31,4.468978102,1.085766423,3.28649635,548,2.6328,110300
-122.35,37.96,34,4.476489028,1.05015674,3.987460815,319,2.5461,93900
-122.36,37.96,30,3.392857143,1.132142857,3.832142857,280,1.8664,107800
-122.32,37.96,25,4.194174757,0.97815534,2.266990291,412,3.375,133700
-122.32,37.96,34,7.040816327,1.214285714,2.666666667,294,4.0417,182800
-122.32,37.95,35,4.870090634,1.069486405,2.679758308,331,2.5769,146100
-122.33,37.95,22,4.123772102,1.117878193,2.229862475,509,2.1915,120800
-122.34,37.96,15,4.158333333,1.100641026,2.184615385,1560,2.1991,133300
-122.34,37.96,33,4.670951157,1.133676093,3.136246787,389,2.5382,103600
-122.32,37.94,38,5.625766871,1.067484663,2.842535787,489,3.7277,165100
-122.32,37.94,46,5.400568182,0.838068182,2.366477273,352,5.5196,210800
-122.32,37.93,40,5.821428571,1.086734694,2.214285714,196,3.9464,186900
-122.33,37.95,42,5.148734177,1.063291139,2.683544304,316,3.7708,144600
-122.33,37.94,45,4.715384615,1.073076923,2.269230769,260,2.8833,140400
-122.33,37.94,47,5.502923977,1.055555556,2.330409357,342,3.5848,140800
-122.33,37.94,43,4.976127321,1.031830239,2.140583554,377,3.1571,141600
-122.33,37.94,42,5.074850299,1.032934132,2.152694611,334,3.9417,139100
-122.33,37.94,44,5.724919094,1.074433657,2.67961165,309,4.0526,150800
-122.34,37.95,45,4.177777778,0.888888889,2.6,270,3.6719,134100
-122.33,37.95,45,4.249329759,0.882037534,2.63002681,373,3.0313,135800
-122.33,37.95,46,4.791925466,1.052795031,2.413043478,322,4.0927,142600
-122.34,37.95,44,5.38585209,1.019292605,2.591639871,311,3.0694,135300
-122.34,37.95,44,5.434650456,1.118541033,2.835866261,329,2.875,133400
-122.34,37.95,39,5.158441558,1.109090909,2.703896104,385,3.2333,135100
-122.34,37.95,38,5.560165975,1.236514523,3.178423237,241,3.2833,111700
-122.35,37.95,45,4.969837587,1,3.05800464,431,3.0737,111600
-122.35,37.95,42,4.900990099,0.95709571,3.204620462,303,3.6094,114600
-122.36,37.95,38,4.201612903,1.165322581,3.116935484,248,2.7714,104700
-122.34,37.94,47,5.379069767,1.006976744,2.202325581,430,3.942,143300
-122.34,37.94,44,4.406896552,1.020689655,2.151724138,435,2.7391,140300
-122.34,37.94,31,3.919708029,1.107055961,1.912408759,411,1.681,145500
-122.34,37.94,42,4.968468468,1.015765766,2.227477477,444,3.125,143900
-122.35,37.94,45,4.672566372,1.090707965,3.110619469,452,2.3456,105200
-122.35,37.94,34,4.454976303,1.087677725,3.218009479,422,1.6571,105200
-122.35,37.94,47,4.67032967,1.007326007,3.091575092,273,2.8967,95600
-122.36,37.95,38,3.727272727,0.867132867,2.548951049,286,1.5139,81700
-122.36,37.94,45,5.633540373,1.167701863,2.97515528,161,3.0862,79000
-122.36,37.94,27,3.18490566,0.939622642,2.2,265,0.9687,105800
-122.36,37.94,26,4.556213018,1.014792899,2.979289941,338,1.3365,72900
-122.36,37.94,41,5.608225108,1.266233766,3.545454545,462,1.822,79700
-122.37,37.94,49,4.969230769,1.174358974,3.071794872,195,1.3167,71600
-122.35,37.93,19,4.221518987,1.158227848,3.316455696,316,1.7865,88000
-122.35,37.93,28,4.544419134,1.111617312,2.692482916,439,2.3352,84300
-122.36,37.94,43,3.324324324,0.963963964,3.342342342,111,1.6,79400
-122.36,37.93,17,5.493449782,1.109170306,3.864628821,229,3.05,121600
-122.37,37.94,40,4.451882845,1.112970711,3.815899582,239,1.0521,69100
-122.37,37.93,45,4.205607477,1.009345794,2.400534045,749,1.75,37900
-122.38,37.91,18,5.187869822,1.051775148,1.810650888,676,5.0524,269800
-122.42,37.93,47,4.743131868,1.070054945,1.858516484,728,4.016,274500
-122.41,37.94,52,4.052631579,0.868421053,2.342105263,38,3.2875,275000
-122.34,37.93,30,5.876168224,1.123831776,3.10046729,428,2.1287,95000
-122.35,37.93,39,5.06835443,1.053164557,2.951898734,395,1.7257,91500
-122.36,37.93,44,4.377314815,1.039351852,2.423611111,432,1.7727,86100
-122.36,37.93,42,4.827956989,1.045698925,2.975806452,372,1.9375,87000
-122.37,37.93,37,4.074712644,1.091954023,3.701149425,174,0.8641,84200
-122.33,37.91,36,4.440909091,1.165909091,3.265909091,440,1.125,93800
-122.35,37.92,36,3.902542373,0.847457627,2.478813559,236,1.9224,94000
-122.36,37.92,52,5,0.953488372,2.930232558,43,1.3929,104200
-122.35,37.91,4,4.004213483,1.120786517,1.804775281,712,4.2895,186800
-122.33,37.93,34,5.274376417,1.068027211,3.074829932,441,2.3475,90300
-122.33,37.93,27,4.882352941,0.959276018,2.760180995,442,3.0156,111500
-122.34,37.93,32,4.090753425,1.116438356,2.863013699,584,1.4423,88300
-122.34,37.93,45,4.847494553,1.058823529,2.840958606,459,2.64,112100
-122.35,37.93,41,3.268292683,0.914634146,2.414634146,82,3.2222,156300
-122.32,37.92,29,5.074889868,0.878854626,3.033039648,454,5.0187,140600
-122.33,37.92,26,5.252702703,1.052702703,3.394594595,740,2.2301,122400
-122.32,37.92,28,4.878279119,1.025183631,2.73452256,953,3.2674,129100
-122.32,37.91,34,4.809009009,1.165765766,2.416216216,555,2.6399,119600
-122.31,37.91,39,4.332844575,1.020527859,2.07771261,682,2.7628,167800
-122.31,37.91,43,4.827651515,0.96780303,2.007575758,528,3.6417,178400
-122.31,37.91,45,5.076326003,1.078913325,2.576972833,773,4.1146,177800
-122.31,37.93,39,7.260869565,1.075362319,2.527536232,345,5.3433,286500
-122.31,37.93,36,5.948019802,1.00990099,2.26980198,404,5.0399,253400
-122.32,37.93,40,6.353430353,1.016632017,2.293139293,481,5.1067,247300
-122.32,37.94,47,6.949090909,1.029090909,2.534545455,275,6.2712,267700
-122.3,37.92,32,6.421824104,0.98534202,2.482084691,614,6.0677,321600
-122.29,37.92,35,6.94047619,1.047619048,2.797619048,84,5.943,288200
-122.29,37.92,32,7.515151515,1.012987013,2.606060606,231,6.516,401000
-122.3,37.93,34,7.366013072,1.166666667,2.336601307,306,4.5,304000
-122.31,37.93,36,5.802281369,0.97338403,2.646387833,263,3.5089,261900
-122.32,37.93,33,4.698412698,1.158730159,3.428571429,63,2.675,22500
-122.31,37.92,30,4.970588235,1.156862745,2.632352941,204,2.8456,183300
-122.31,37.92,38,4.480286738,0.845878136,2.261648746,279,3.724,220100
-122.31,37.92,12,3.651252408,1.156069364,1.894026975,519,2.5,195800
-122.32,37.92,22,5.623115578,1.105527638,2.83919598,199,3.3594,186900
-122.31,37.92,43,5.861495845,1.127423823,2.493074792,361,4.1587,212200
-122.3,37.92,33,5.666666667,0.950877193,2.49122807,285,4.0804,239000
-122.31,37.91,31,4.114942529,1,1.956896552,348,2.7243,218100
-122.3,37.91,39,4.805008945,1.017889088,2.073345259,559,2.9441,200400
-122.3,37.91,40,4.865874363,1.0475382,2.215619694,589,3.6321,209100
-122.3,37.9,37,4.5995671,1.058441558,1.974025974,462,2.9219,217200
-122.3,37.9,41,4.946987952,1.048192771,2.103614458,415,3.4091,223000
-122.3,37.9,35,3.636963696,1.01650165,2.270627063,303,2.3946,141700
-122.3,37.9,30,4.054919908,1.077803204,2.013729977,437,2.2672,162500
-122.29,37.92,36,6.196581197,1.004273504,2.427350427,234,6,311400
-122.29,37.91,38,6.854497354,1.121693122,2.394179894,378,5.1691,263200
-122.29,37.91,46,5.889830508,0.97740113,2.11299435,354,4.0536,262000
-122.29,37.91,40,6.150442478,0.970501475,2.348082596,339,5.5357,273700
-122.29,37.9,52,5.433537832,1.022494888,2.312883436,489,4.4286,234900
-122.28,37.91,38,7.601823708,1.05775076,2.446808511,329,6.5576,358500
-122.28,37.9,49,6.293885602,1.017751479,2.264299803,507,6.3538,333700
-122.28,37.9,52,5.52016129,1.004032258,1.975806452,248,4.1212,287500
-122.28,37.91,41,6.140816327,0.983673469,2.148979592,490,5.828,324400
-122.27,37.91,47,6.52027027,1.064189189,2.337837838,296,6.3669,315500
-122.28,37.91,48,7.283216783,1.041958042,2.395104895,286,7.3089,331200
-124.17,41.8,16,6.282110092,1.100917431,2.887614679,436,3.7557,109400
-124.3,41.8,19,5.589958159,1.154811715,2.715481172,478,1.9797,85800
-124.23,41.75,11,6.594989562,1.286012526,2.803757829,479,2.4805,73200
-124.21,41.77,17,5.349304482,1.115919629,3.00927357,647,2.5795,68400
-124.19,41.78,15,4.90625,1.115625,2.5703125,640,1.6654,74600
-124.22,41.73,28,4.598774885,1.070444104,2.343032159,653,1.7038,78300
-124.21,41.75,20,5.284327323,1.091539528,2.764216366,721,2.0074,66900
-124.17,41.76,20,5.200389105,1.046692607,2.494163424,514,2.4605,105900
-124.16,41.74,15,5.122641509,1.073584906,2.890566038,530,2.1829,69500
-124.14,41.95,21,5.457489879,1.170040486,2.44534413,494,2.275,122400
-124.16,41.92,19,5.893992933,1.144876325,2.971731449,283,2.1336,75000
-124.3,41.84,17,5.870614035,1.164473684,2.728070175,456,3.0313,103600
-124.15,41.81,17,5.6,1.073504274,6.061538462,585,2.2868,103100
-123.91,41.68,22,5.987261146,1.146496815,2.366242038,314,2.9688,152700
-123.83,41.88,18,5.829457364,1.38372093,2.558139535,258,3.13,116700
-123.92,41.54,22,5.851703407,1.274549098,2.769539078,499,2.0202,71100
-119.94,38.96,20,5.690196078,1.51372549,1.831372549,255,1.5536,212500
-119.95,38.95,8,23.88888889,5.944444444,2,18,2.625,187500
-119.95,38.95,22,3.933085502,1.308550186,3.163568773,269,2.02,87500
-119.95,38.95,21,5.796033994,1.64305949,2.696883853,353,1.7245,92200
-119.94,38.95,25,4.517676768,1.353535354,2.863636364,396,2.32,91300
-119.95,38.94,24,9.775784753,2.31838565,3.385650224,223,2.5875,173400
-119.93,38.94,27,38.84090909,9.272727273,2.204545455,44,2.4917,200000
-119.97,38.94,26,8.25,1.855555556,2.255555556,180,1.9667,84600
-119.97,38.93,24,7.925925926,1.712962963,3.592592593,108,3.1806,107200
-119.98,38.96,25,7.143274854,1.298245614,2.538011696,342,3.5417,114800
-119.96,38.94,19,7.60106383,1.553191489,3.111702128,188,2.2589,131600
-119.96,38.94,27,5.874015748,1.547244094,2.822834646,254,1.8906,104200
-119.96,38.93,22,5.654244306,1.308488613,2.51552795,483,2.83,110500
-119.94,38.92,24,13.10416667,2.25,2.447916667,96,4.6,136800
-119.98,38.94,25,6.114155251,1.497716895,2.296803653,219,1.9018,109700
-119.98,38.94,23,10.63945578,2.027210884,2.306122449,147,4.0417,99300
-119.99,38.94,24,6.572972973,1.562162162,2.275675676,185,3.1625,103600
-119.99,38.94,22,8.886039886,1.823361823,2.239316239,351,3.0806,118500
-119.99,38.93,23,6.794223827,1.494584838,2.429602888,277,2.9091,141900
-119.98,38.93,28,5.881773399,1.339901478,2.433497537,203,2.3281,85800
-119.98,38.93,25,5.584070796,1.296460177,2.362831858,226,2.6607,90400
-119.98,38.92,27,6.721804511,1.518796992,2.531328321,399,3.15,86900
-119.98,38.92,28,6.371040724,1.411764706,2.36199095,221,2.0708,89600
